#BEST_ROUTE_HISTORY
#X_COORDINATE    Y_COORDINATE
110


13.5747   37.3123
10.4544   44.0178
7.68249   45.0678
12.6597   45.9563
11.8734   45.4077
13.6252   45.9441
11.4064   45.6349
10.3403   42.7902
14.2807   37.5668
18.2261   40.1522
16.1466   41.1802
17.6884   40.6359
12.516   38.0174
15.0874   37.5024
12.4829   41.8933
14.0632   37.4899
12.0789   46.2805
8.3836   46.1156
10.037   45.2209
13.6388   43.0922
11.2556   43.7698
11.1258   46.0664
10.4259   45.7796
13.2188   43.4801
9.14941   45.9395
13.1509   43.153
16.3331   39.5967
14.2488   40.8359
13.2358   46.0635
10.8687   43.9741
10.0526   44.2131
12.0141   44.0227
12.2063   45.8067
9.49168   45.2613
15.1406   40.9965
12.631   43.9465
16.4736   40.4476
15.6398   38.1035
15.2907   37.0646
9.13783   45.0369
9.41202   45.9005
9.66653   44.8476
10.4019   43.7159
10.5941   44.6087
14.4159   42.1027
15.5542   38.1938
16.4316   38.83
17.0806   40.5488
14.2081   41.6495
12.4397   42.6539
13.3524   38.1112
8.08691   45.567
11.9488   42.493
14.7213   36.922
11.2302   46.6559
11.2878   42.7751
13.6103   42.1369
15.3106   40.4194
16.862   41.1258
13.5396   42.8834
10.2584   46.3234
7.86674   43.9584
13.5758   41.6285
8.74503   44.835
8.93386   44.4073
8.20269   44.826
9.11331   39.2172
8.34628   45.5554
12.7014   43.6941
8.546   45.5843
8.54034   39.3075
13.6979   42.6581
16.0987   38.6267
11.4676   43.1672
8.25257   44.2334
13.9576   42.3103
15.8216   40.5173
9.18963   45.4642
16.8783   39.1874
8.67964   40.0266
9.66781   39.9705
7.31966   45.7371
10.9924   45.4385
10.3281   44.8014
7.55814   44.4581
11.7639   43.5171
14.7057   41.2476
9.50674   40.9253
9.75422   45.7567
9.69123   44.2384
12.3346   45.4372
12.059   44.3641
14.1169   41.2035
12.403   43.107
12.8859   42.4147
13.7773   45.6496
10.6708   45.1693
11.3426   44.4938
8.76505   39.4937
15.4529   41.5028
12.2742   44.9772
11.0941   43.9357
11.8279   44.7668
10.936   44.5385
9.34238   40.1277
14.8262   41.7173
8.75413   45.8397
8.92197   40.7778
9.27883   45.6395
13.0126   41.4595

13.5747   37.3123
11.8279   44.7668
11.2556   43.7698
9.49168   45.2613
8.25257   44.2334
8.3836   46.1156
8.546   45.5843
8.76505   39.4937
9.11331   39.2172
14.2488   40.8359
12.6597   45.9563
11.2878   42.7751
13.1509   43.153
14.0632   37.4899
15.8216   40.5173
11.7639   43.5171
12.059   44.3641
10.4544   44.0178
11.2302   46.6559
10.8687   43.9741
11.8734   45.4077
7.68249   45.0678
15.3106   40.4194
14.2807   37.5668
16.1466   41.1802
7.86674   43.9584
7.31966   45.7371
9.66653   44.8476
9.27883   45.6395
9.41202   45.9005
11.4064   45.6349
10.9924   45.4385
13.3524   38.1112
8.74503   44.835
17.6884   40.6359
15.1406   40.9965
8.20269   44.826
10.3281   44.8014
12.4829   41.8933
13.0126   41.4595
10.037   45.2209
13.2188   43.4801
16.4736   40.4476
15.6398   38.1035
12.516   38.0174
13.5758   41.6285
16.4316   38.83
10.2584   46.3234
12.0789   46.2805
15.5542   38.1938
13.6103   42.1369
12.8859   42.4147
13.9576   42.3103
16.8783   39.1874
14.2081   41.6495
13.7773   45.6496
15.4529   41.5028
8.93386   44.4073
8.08691   45.567
12.7014   43.6941
12.0141   44.0227
11.4676   43.1672
8.75413   45.8397
10.3403   42.7902
16.862   41.1258
10.4259   45.7796
9.18963   45.4642
13.2358   46.0635
15.2907   37.0646
18.2261   40.1522
16.0987   38.6267
14.4159   42.1027
13.6252   45.9441
11.3426   44.4938
13.6979   42.6581
12.2742   44.9772
7.55814   44.4581
9.75422   45.7567
10.5941   44.6087
14.7213   36.922
9.34238   40.1277
14.8262   41.7173
14.7057   41.2476
16.3331   39.5967
17.0806   40.5488
15.0874   37.5024
9.69123   44.2384
11.1258   46.0664
8.92197   40.7778
9.66781   39.9705
10.4019   43.7159
8.34628   45.5554
12.3346   45.4372
11.9488   42.493
12.2063   45.8067
12.4397   42.6539
10.6708   45.1693
10.936   44.5385
10.0526   44.2131
8.54034   39.3075
14.1169   41.2035
12.403   43.107
9.50674   40.9253
13.6388   43.0922
8.67964   40.0266
9.14941   45.9395
11.0941   43.9357
13.5396   42.8834
12.631   43.9465
9.13783   45.0369

13.5747   37.3123
10.4544   44.0178
7.68249   45.0678
12.6597   45.9563
11.8734   45.4077
13.6252   45.9441
11.4064   45.6349
10.3403   42.7902
14.2807   37.5668
18.2261   40.1522
16.1466   41.1802
17.6884   40.6359
12.516   38.0174
15.0874   37.5024
12.4829   41.8933
14.0632   37.4899
12.0789   46.2805
8.3836   46.1156
10.037   45.2209
13.6388   43.0922
11.2556   43.7698
11.1258   46.0664
10.4259   45.7796
13.2188   43.4801
9.14941   45.9395
13.1509   43.153
16.3331   39.5967
14.2488   40.8359
13.2358   46.0635
10.8687   43.9741
10.0526   44.2131
12.0141   44.0227
12.2063   45.8067
8.75413   45.8397
12.3346   45.4372
12.2742   44.9772
8.34628   45.5554
12.7014   43.6941
11.0941   43.9357
13.3524   38.1112
8.54034   39.3075
14.7213   36.922
8.67964   40.0266
13.6103   42.1369
13.5396   42.8834
13.0126   41.4595
13.6979   42.6581
10.2584   46.3234
10.6708   45.1693
7.86674   43.9584
7.55814   44.4581
11.8279   44.7668
9.49168   45.2613
15.1406   40.9965
12.631   43.9465
16.4736   40.4476
15.6398   38.1035
15.2907   37.0646
9.13783   45.0369
9.41202   45.9005
9.66653   44.8476
10.4019   43.7159
10.5941   44.6087
14.4159   42.1027
15.5542   38.1938
16.4316   38.83
17.0806   40.5488
14.2081   41.6495
15.8216   40.5173
15.4529   41.5028
9.66781   39.9705
