       -1.01512       -1.16624      -0.680089       0.348501
        2.07259        2.78932       -0.90965      -0.480124
      -0.821318       -1.20078       0.624553     -0.0029971
         1.1978       0.934421       -3.74663       0.806051
       -1.13438       0.730603       -1.58617       0.407206
       0.483959      -0.731748      -0.688575       -1.11707
        2.81672       -2.10537      -0.650805        1.45088
        6.20418       -9.88653         2.7572        1.68897
        57.7979     -0.0961506       -1.48228      -0.156227
       -2.30022       -1.68605       0.188478       0.212418
       -3.93187       -0.51128         2.4663        2.55957
    -0.00358833        1.72727       0.165776       0.100416
      -0.118151        0.97723       -0.38031       0.196294
       0.127062     0.00719721       0.233927      0.0490764
        2.03949      -0.674242        1.40035       0.898835
        3.29203      -0.443399      0.0189642        2.30507
       -1.08991       0.785959         102.55       0.256111
        2.41474       -2.67825        1.57318       0.573292
       0.790334        1.83345       0.120436       0.336457
        1.71876       -1.37842       -1.83929       -1.18454
     -0.0200542      -0.454288       0.176751      0.0803385
         0.9126       -1.61971       0.468289      0.0176372
       -5.41142      0.0629608       0.721757       -4.68358
      -0.721395        9.84324       -1.34861        1.94213
       -1.07669      -0.573049       0.752156      -0.786744
      -0.285141       -3.30274        1.86822      -0.826729
         13.931        1.54002       -7.50727         -6.655
       -0.79684       0.148955       -0.44685       -1.42561
        1.48043       0.395628      -0.434033       0.463748
        1.42373       -1.40795       -2.94505       -1.15797
       0.143719      -0.114541     -0.0830338        2.33286
         1.8226       -2.21125       -5.15923       0.256656
       0.681269       -0.61436         7.0417      0.0694253
       0.716044        0.19765        1.07919        7.94468
       0.673153        1.27097       0.456354        1.53487
       -1.59978        -20.913        1.16899      -0.299848
        1.01382       -0.99472       -1.16019        9.05537
      -0.726631      -0.362925       0.227714    -0.00546768
     -0.0403862        2.39594      0.0306621      -0.195604
      -0.221412       -3.57677        59.2144       -2.37699
       0.294215         1.7226     -0.0720834       0.355109
        6.99994       0.286759        1.93978       -1.10428
        3.36205       -3.40138        2.57276        3.98286
        1.52714         -1.177      -0.286256       0.204023
       0.715287        1.16709       0.637353        8.36507
       0.415344      -0.208635        1.87163       0.764388
      -0.522232       -3.09586       -3.25042         1.3696
       0.637072        1.44283    -0.00154072      -0.450733
      -0.688872       -1.00339       -2.61378      -0.500114
      -0.513773       -1.64332        1.92934       0.361393
       0.199116        1.03589       -3.54553      -0.594803
      -0.150781       -1.51395       -1.64976       0.769386
        2.38773       -1.26038       -1.32998        57.1655
      -0.204206       -4.96088      -0.900061       -1.47492
        12.2663      -0.923292        3.36212        0.57595
      -0.463311       -2.06202       0.888053      -0.965302
       -1.06119       -0.44498        4.14635        -1.2027
       0.968197      -0.706028     0.00145795        2.32918
       0.616015       -8.10818       -2.36663        0.84456
     -0.0157762       0.602112      -0.173106       -1.75843
        1.88529      -0.274363        1.11789       -1.01404
       -5.41108       0.387142       -1.22695       0.957014
        0.38872        1.48342        10.2487      -0.550624
         -2.275        -561.35      -0.744479        5.27669
      -0.908467       0.361628       -1.45524        1.21224
      -0.884985       -1.09882      0.0550497      -0.210159
       -0.67686       -1.07692       -15.6289      -0.415437
      -0.175859       -1.92951        1.83759      -0.815233
       -1.57823      -0.108099       -3.06674       0.844095
        2.75356      -0.645853      -0.691502      0.0295206
       -1.87727       0.133807        0.85065      0.0278441
        1.36526       0.624057       0.708361       -11.5483
       0.785776       -3.54822        5.97354       -3.32074
       -3.82672     -0.0242941       -1.48923       0.996121
